video_id,jahr,datum_text,titel,seiten_url
1913784,2019,19 июня 57 мин Эфир от 19.06.2019 (18:50). Обстрелы Донбасса продолжились с новой силой,19 июня,https://smotrim.ru/video/1913784
1913635,2019,19 июня 58 мин Эфир от 19.06.2019 (12:50). По горячим следам,19 июня,https://smotrim.ru/video/1913635
1913356,2019,18 июня 58 мин Эфир от 18.06.2019 (18:50). Меркель задрожала при звуках гимна,18 июня,https://smotrim.ru/video/1913356
1913219,2019,18 июня 56 мин Эфир от 18.06.2019 (12:50). По горячим следам,18 июня,https://smotrim.ru/video/1913219
1912970,2019,17 июня 57 мин Эфир от 17.06.2019 (18:50). Зеленский высказался о нормандском формате,17 июня,https://smotrim.ru/video/1912970
1912822,2019,17 июня 57 мин Эфир от 17.06.2019 (12:50). По горячим следам,17 июня,https://smotrim.ru/video/1912822
1912158,2019,14 июня 57 мин Эфир от 14.06.2019 (17:25). США во всем винят Иран,14 июня,https://smotrim.ru/video/1912158
1912133,2019,14 июня 58 мин Эфир от 14.06.2019 (15:50). По горячим следам,14 июня,https://smotrim.ru/video/1912133
1911737,2019,"13 июня 57 мин Эфир от 13.06.2019 (17:25). Украинский скандал со ""Сватами""",13 июня,https://smotrim.ru/video/1911737
1911706,2019,13 июня 58 мин Эфир от 13.06.2019 (15:50). По горячим следам,13 июня,https://smotrim.ru/video/1911706
1911170,2019,11 июня 57 мин Эфир от 11.06.2019 (18:50). Два года украинского безвиза,11 июня,https://smotrim.ru/video/1911170
1911014,2019,11 июня 56 мин Эфир от 11.06.2019 (12:50). По горячим следам,11 июня,https://smotrim.ru/video/1911014
1910782,2019,10 июня 58 мин Эфир от 10.06.2019 (18:50). В Донбассе начались чудовищные артобстрелы,10 июня,https://smotrim.ru/video/1910782
1910591,2019,10 июня 57 мин Эфир от 10.06.2019 (12:50). По горячим следам,10 июня,https://smotrim.ru/video/1910591
1909908,2019,7 июня 57 мин Эфир от 07.06.2019 (18:50). Путин высказался о Зеленском,7 июня,https://smotrim.ru/video/1909908
1909717,2019,7 июня 57 мин Эфир от 07.06.2019 (12:50). По горячим следам,7 июня,https://smotrim.ru/video/1909717
1909430,2019,6 июня 57 мин Эфир от 06.06.2019 (18:50). Петербургский экономический форум,6 июня,https://smotrim.ru/video/1909430
1909223,2019,6 июня 56 мин Эфир от 06.06.2019 (12:50). По горячим следам,6 июня,https://smotrim.ru/video/1909223
1908986,2019,5 июня 58 мин Эфир от 05.06.2019 (18:50). В Минске договорились о прекращении огня в Донбассе,5 июня,https://smotrim.ru/video/1908986
1908803,2019,5 июня 57 мин Эфир от 05.06.2019 (12:50). По горячим следам,5 июня,https://smotrim.ru/video/1908803
1908558,2019,4 июня 57 мин Эфир от 04.06.2019 (18:50). Зеленский отлично вжился в образ Порошенко,4 июня,https://smotrim.ru/video/1908558
1908385,2019,4 июня 57 мин Эфир от 04.06.2019 (12:50). По горячим следам,4 июня,https://smotrim.ru/video/1908385
1908114,2019,3 июня 58 мин Эфир от 03.06.2019 (18:50). Курт Волкер открыл Украине двери в НАТО,3 июня,https://smotrim.ru/video/1908114
1907949,2019,3 июня 58 мин Эфир от 03.06.2019 (12:50). По горячим следам,3 июня,https://smotrim.ru/video/1907949
1907328,2019,31 мая 58 мин Эфир от 31.05.2019 (18:50). Зеленский становится все более агрессивным,31 мая,https://smotrim.ru/video/1907328
1907154,2019,31 мая 57 мин Эфир от 31.05.2019 (12:50). По горячим следам,31 мая,https://smotrim.ru/video/1907154
1906895,2019,30 мая 58 мин Эфир от 30.05.2019 (18:50). Порошенко купил билет в Лондон в один конец,30 мая,https://smotrim.ru/video/1906895
1906693,2019,30 мая 57 мин Эфир от 30.05.2019 (12:50). По горячим следам,30 мая,https://smotrim.ru/video/1906693
1906424,2019,29 мая 58 мин Эфир от 29.05.2019 (18:50). Саакашвили вернулся в Киев,29 мая,https://smotrim.ru/video/1906424
1906250,2019,29 мая 58 мин Эфир от 29.05.2019 (12:50). По горячим следам,29 мая,https://smotrim.ru/video/1906250
1906015,2019,28 мая 57 мин Эфир от 28.05.2019 (18:50). Спецназ непризнанного Косово начал зачистку северных сербс,28 мая,https://smotrim.ru/video/1906015
1905834,2019,28 мая 57 мин Эфир от 28.05.2019 (12:50). По горячим следам,28 мая,https://smotrim.ru/video/1905834
1905600,2019,27 мая 58 мин Эфир от 27.05.2019 (18:50). Зеленского предложили казнить,27 мая,https://smotrim.ru/video/1905600
1905407,2019,27 мая 57 мин Эфир от 27.05.2019 (12:50). По горячим следам,27 мая,https://smotrim.ru/video/1905407
1904753,2019,24 мая 56 мин Эфир от 24.05.2019 (18:50). Политика для начинающих,24 мая,https://smotrim.ru/video/1904753
1904535,2019,24 мая 58 мин Эфир от 24.05.2019 (12:50). По горячим следам,24 мая,https://smotrim.ru/video/1904535
1904306,2019,23 мая 57 мин Эфир от 23.05.2019 (18:50). Зеленский перешел на ненормативную лексику,23 мая,https://smotrim.ru/video/1904306
1904103,2019,23 мая 57 мин Эфир от 23.05.2019 (12:50). По горячим следам,23 мая,https://smotrim.ru/video/1904103
1903876,2019,"22 мая 58 мин Эфир от 22.05.2019 (18:50). Зеленского обвинили в капитуляции перед ""страной-агрессоро",22 мая,https://smotrim.ru/video/1903876
1903705,2019,22 мая 57 мин Эфир от 22.05.2019 (12:50). По горячим следам,22 мая,https://smotrim.ru/video/1903705
1903472,2019,21 мая 58 мин Эфир от 21.05.2019 (18:50). Новые указы нового президента Украины,21 мая,https://smotrim.ru/video/1903472
1903300,2019,21 мая 58 мин Эфир от 21.05.2019 (12:50). По горячим следам,21 мая,https://smotrim.ru/video/1903300
1903061,2019,20 мая 57 мин Эфир от 20.05.2019 (18:50). Первые решения Зеленского,20 мая,https://smotrim.ru/video/1903061
1902894,2019,20 мая 57 мин Эфир от 20.05.2019 (12:50). По горячим следам,20 мая,https://smotrim.ru/video/1902894
1902182,2019,17 мая 57 мин Эфир от 17.05.2019 (18:50). Порошенко и его окружению хотят запретить покидать Украину,17 мая,https://smotrim.ru/video/1902182
1901961,2019,17 мая 57 мин Эфир от 17.05.2019 (12:50). По горячим следам,17 мая,https://smotrim.ru/video/1901961
1901719,2019,16 мая 57 мин Эфир от 16.05.2019 (18:50). На Украине конкуренцию клоуну составит певец,16 мая,https://smotrim.ru/video/1901719
1901535,2019,16 мая 56 мин Эфир от 16.05.2019 (12:50). По горячим следам,16 мая,https://smotrim.ru/video/1901535
1901294,2019,"15 мая 57 мин Эфир от 15.05.2019 (18:50). Россия ждет очередные санкции из-за ""Северного потока-2""",15 мая,https://smotrim.ru/video/1901294
1901125,2019,15 мая 57 мин Эфир от 15.05.2019 (12:50). По горячим следам,15 мая,https://smotrim.ru/video/1901125
1900866,2019,14 мая 59 мин Эфир от 14.05.2019 (18:50). Визит госсекретаря США в Россию,14 мая,https://smotrim.ru/video/1900866
1900680,2019,14 мая 58 мин Эфир от 14.05.2019 (12:50). По горячим следам,14 мая,https://smotrim.ru/video/1900680
1900440,2019,13 мая 57 мин Эфир от 13.05.2019 (18:50). Глава МИД Украины грозится выйти из Минских соглашений из-,13 мая,https://smotrim.ru/video/1900440
1900283,2019,13 мая 58 мин Эфир от 13.05.2019 (12:50). По горячим следам,13 мая,https://smotrim.ru/video/1900283
1897113,2019,30 апреля 58 мин Эфир от 30.04.2019 (18:50). Объявлены официальные результаты выборов на Украине,30 апреля,https://smotrim.ru/video/1897113
1896954,2019,30 апреля 57 мин Эфир от 30.04.2019 (12:50). По горячим следам,30 апреля,https://smotrim.ru/video/1896954
1896716,2019,"29 апреля 58 мин Эфир от 29.04.2019 (18:50). Журналисты ""России"" нашли Зеленского на пляже в Турции",29 апреля,https://smotrim.ru/video/1896716
1896499,2019,29 апреля 56 мин Эфир от 29.04.2019 (12:50). По горячим следам,29 апреля,https://smotrim.ru/video/1896499
1895892,2019,"26 апреля 57 мин Эфир от 26.04.2019 (18:50). Зеленский на гастролях, а Рада принимает закон о языке",26 апреля,https://smotrim.ru/video/1895892
1895657,2019,26 апреля 56 мин Эфир от 26.04.2019 (12:50). По горячим следам,26 апреля,https://smotrim.ru/video/1895657
1895395,2019,25 апреля 57 мин Эфир от 25.04.2019 (18:50). Паспорта для Донбасса,25 апреля,https://smotrim.ru/video/1895395
1895230,2019,25 апреля 58 мин Эфир от 25.04.2019 (12:50). По горячим следам,25 апреля,https://smotrim.ru/video/1895230
1894984,2019,24 апреля 57 мин Эфир от 24.04.2019 (18:50). Путин подписал указ об упрощенном получении российских ,24 апреля,https://smotrim.ru/video/1894984
1894814,2019,24 апреля 56 мин Эфир от 24.04.2019 (12:50). По горячим следам,24 апреля,https://smotrim.ru/video/1894814
1894554,2019,23 апреля 57 мин Эфир от 23.04.2019 (18:50). Посадит ли новый президент Украины Порошенко?,23 апреля,https://smotrim.ru/video/1894554
1894370,2019,23 апреля 57 мин Эфир от 23.04.2019 (12:50). По горячим следам,23 апреля,https://smotrim.ru/video/1894370
1894127,2019,"22 апреля 58 мин Эфир от 22.04.2019 (18:50). Новый украинский президент, который решил ""просто попро",22 апреля,https://smotrim.ru/video/1894127
1893934,2019,22 апреля 57 мин Эфир от 22.04.2019 (12:50). По горячим следам,22 апреля,https://smotrim.ru/video/1893934
1893249,2019,19 апреля 58 мин Эфир от 19.04.2019 (18:50). Дебаты Зеленского и Порошенко. Специальный выпуск,19 апреля,https://smotrim.ru/video/1893249
1893091,2019,19 апреля 57 мин Эфир от 19.04.2019 (12:50). По горячим следам,19 апреля,https://smotrim.ru/video/1893091
1892825,2019,18 апреля 58 мин Эфир от 18.04.2019 (18:50). Порошенко звонил украинцам и просил голосовать за него,18 апреля,https://smotrim.ru/video/1892825
1892649,2019,18 апреля 58 мин Эфир от 18.04.2019 (12:50). По горячим следам,18 апреля,https://smotrim.ru/video/1892649
1892382,2019,17 апреля 56 мин Эфир от 17.04.2019 (18:50). Дебаты Порошенко и Зеленского все-таки состоятся,17 апреля,https://smotrim.ru/video/1892382
1892202,2019,17 апреля 57 мин Эфир от 17.04.2019 (12:50). По горячим следам,17 апреля,https://smotrim.ru/video/1892202
1891938,2019,16 апреля 58 мин Эфир от 16.04.2019 (18:50). В огне Нотр-Дама углядели закат всего Старого Света,16 апреля,https://smotrim.ru/video/1891938
1891753,2019,16 апреля 57 мин Эфир от 16.04.2019 (12:50). По горячим следам,16 апреля,https://smotrim.ru/video/1891753
1891512,2019,15 апреля 58 мин Эфир от 15.04.2019 (18:50). Порошенко готовится к бегству,15 апреля,https://smotrim.ru/video/1891512
1891315,2019,15 апреля 58 мин Эфир от 15.04.2019 (12:50). По горячим следам,15 апреля,https://smotrim.ru/video/1891315
1890703,2019,12 апреля 57 мин Эфир от 12.04.2019 (18:50). Зеленский и Порошенко ищут поддержки у Макрона и Меркел,12 апреля,https://smotrim.ru/video/1890703
1890513,2019,12 апреля 58 мин Эфир от 12.04.2019 (12:50). По горячим следам,12 апреля,https://smotrim.ru/video/1890513
1890237,2019,11 апреля 58 мин Эфир от 11.04.2019 (18:50). Украинские депутаты продолжили бесноваться в ПАСЕ,11 апреля,https://smotrim.ru/video/1890237
1890060,2019,11 апреля 57 мин Эфир от 11.04.2019 (12:50). По горячим следам,11 апреля,https://smotrim.ru/video/1890060
1889780,2019,"10 апреля 57 мин Эфир от 10.04.2019 (18:50). ""Включите мозги"" – новое постановление Верховной рады",10 апреля,https://smotrim.ru/video/1889780
1889605,2019,10 апреля 56 мин Эфир от 10.04.2019 (12:50). По горячим следам,10 апреля,https://smotrim.ru/video/1889605
1889334,2019,9 апреля 58 мин Эфир от 09.04.2019 (18:50). Порошенко развесил билборды с призывом выбрать между ним,9 апреля,https://smotrim.ru/video/1889334
1889156,2019,9 апреля 57 мин Эфир от 09.04.2019 (12:50). По горячим следам,9 апреля,https://smotrim.ru/video/1889156
1888940,2019,8 апреля 57 мин Эфир от 08.04.2019 (18:50). Шесть миллионов долларов за дебаты кандидатов в президен,8 апреля,https://smotrim.ru/video/1888940
1888759,2019,8 апреля 58 мин Эфир от 08.04.2019 (12:50). По горячим следам,8 апреля,https://smotrim.ru/video/1888759
1888222,2019,5 апреля 57 мин Эфир от 05.04.2019 (18:50). Кандидатам в президенты Украины публично пустили кровь,5 апреля,https://smotrim.ru/video/1888222
1888049,2019,5 апреля 57 мин Эфир от 05.04.2019 (12:50). По горячим следам,5 апреля,https://smotrim.ru/video/1888049
1887799,2019,4 апреля 57 мин Эфир от 04.04.2019 (18:50). Зеленский призвал Тимошенко быть арбитром во время дебат,4 апреля,https://smotrim.ru/video/1887799
1887619,2019,4 апреля 58 мин Эфир от 04.04.2019 (12:50). По горячим следам,4 апреля,https://smotrim.ru/video/1887619
1887415,2019,3 апреля 57 мин Эфир от 03.04.2019 (18:50). НАТО выдвинут корабли в Азовское море с обученными украи,3 апреля,https://smotrim.ru/video/1887415
1887250,2019,3 апреля 56 мин Эфир от 03.04.2019 (12:50). По горячим следам,3 апреля,https://smotrim.ru/video/1887250
1887004,2019,2 апреля 57 мин Эфир от 02.04.2019 (18:50). Выборы на Украине: борьба за второе место скоропостижно ,2 апреля,https://smotrim.ru/video/1887004
1886828,2019,2 апреля 57 мин Эфир от 02.04.2019 (12:50). По горячим следам,2 апреля,https://smotrim.ru/video/1886828
1886598,2019,1 апреля 58 мин Эфир от 01.04.2019 (18:50). В День дурака Украине не до шуток,1 апреля,https://smotrim.ru/video/1886598
1886409,2019,1 апреля 58 мин Эфир от 01.04.2019 (12:50). По горячим следам,1 апреля,https://smotrim.ru/video/1886409
1885808,2019,29 марта 54 мин Эфир от 29.03.2019 (18:50). Порошенко переориентировался за два дня до выборов,29 марта,https://smotrim.ru/video/1885808
1885620,2019,29 марта 54 мин Эфир от 29.03.2019 (12:50). По горячим следам,29 марта,https://smotrim.ru/video/1885620
1885388,2019,28 марта 55 мин Эфир от 28.03.2019 (18:50). Красноярские медведи выбрали своих кандидатов в президен,28 марта,https://smotrim.ru/video/1885388
1885217,2019,28 марта 54 мин Эфир от 28.03.2019 (12:50). По горячим следам,28 марта,https://smotrim.ru/video/1885217
1885000,2019,27 марта 55 мин Эфир от 27.03.2019 (18:50). Выборы по-украински: из-за фальсификаций возбуждено 222 ,27 марта,https://smotrim.ru/video/1885000
1884837,2019,27 марта 54 мин Эфир от 27.03.2019 (12:50). По горячим следам,27 марта,https://smotrim.ru/video/1884837
1884590,2019,26 марта 54 мин Эфир от 26.03.2019 (18:50). 83 процента украинцев не доверяют предстоящим выборам,26 марта,https://smotrim.ru/video/1884590
1884433,2019,26 марта 54 мин Эфир от 26.03.2019 (12:50). По горячим следам,26 марта,https://smotrim.ru/video/1884433
1884214,2019,25 марта 55 мин Эфир от 25.03.2019 (18:50). СБУ убивала заключенных в своих камерах,25 марта,https://smotrim.ru/video/1884214
1884042,2019,25 марта 54 мин Эфир от 25.03.2019 (12:50). По горячим следам,25 марта,https://smotrim.ru/video/1884042
1883427,2019,"22 марта 54 мин Эфир от 22.03.2019 (18:50). Медведев, Бойко и Миллер обсудили транзит газа",22 марта,https://smotrim.ru/video/1883427
1883242,2019,22 марта 54 мин Эфир от 22.03.2019 (12:50). По горячим следам,22 марта,https://smotrim.ru/video/1883242
1883013,2019,21 марта 54 мин Эфир от 21.03.2019 (18:50). На Украине выдадут самый длинный в истории избирательный,21 марта,https://smotrim.ru/video/1883013
1882824,2019,21 марта 55 мин Эфир от 21.03.2019 (12:50). По горячим следам,21 марта,https://smotrim.ru/video/1882824
1882599,2019,20 марта 55 мин Эфир от 20.03.2019 (18:50). Астану переименуют в честь Нурсултана Назарбаева,20 марта,https://smotrim.ru/video/1882599
1882423,2019,20 марта 56 мин Эфир от 20.03.2019 (12:50). По горячим следам,20 марта,https://smotrim.ru/video/1882423
1882175,2019,19 марта 55 мин Эфир от 19.03.2019 (18:50). Отставка президента Казахстана Нурсултана Назарбаева,19 марта,https://smotrim.ru/video/1882175
1881987,2019,19 марта 54 мин Эфир от 19.03.2019 (12:50). По горячим следам,19 марта,https://smotrim.ru/video/1881987
1881730,2019,"18 марта 57 мин Эфир от 18.03.2019 (18:50). Пока Крым празднует годовщину воссоединения, Порошенко г",18 марта,https://smotrim.ru/video/1881730
1881579,2019,18 марта 54 мин Эфир от 18.03.2019 (12:50). По горячим следам,18 марта,https://smotrim.ru/video/1881579
1881019,2019,15 марта 55 мин Эфир от 15.03.2019 (18:50). Убийцы из Крайстчерча бывали на Украине,15 марта,https://smotrim.ru/video/1881019
1880836,2019,15 марта 59 мин Эфир от 15.03.2019 (12:50). По горячим следам,15 марта,https://smotrim.ru/video/1880836
1880582,2019,14 марта 55 мин Эфир от 14.03.2019 (18:50). Европарламент призвал Россию осудить коммунизм и Советск,14 марта,https://smotrim.ru/video/1880582
1880199,2019,"13 марта 55 мин Эфир от 13.03.2019 (18:50). Галкин заказал Киркорова, Порошенко донимают националист",13 марта,https://smotrim.ru/video/1880199
1879989,2019,13 марта 55 мин Эфир от 13.03.2019 (12:50). По горячим следам,13 марта,https://smotrim.ru/video/1879989
1879742,2019,12 марта 55 мин Эфир от 12.03.2019 (18:50). Европарламент больше не считает Россию стратегическим па,12 марта,https://smotrim.ru/video/1879742
1879595,2019,12 марта 45 мин Эфир от 12.03.2019 (12:50). По горячим следам,12 марта,https://smotrim.ru/video/1879595
1879367,2019,11 марта 56 мин Эфир от 11.03.2019 (18:50). В новом шведском бокбастере Москва развязывает войну из-,11 марта,https://smotrim.ru/video/1879367
1879202,2019,11 марта 55 мин Эфир от 11.03.2019 (12:50). По горячим следам,11 марта,https://smotrim.ru/video/1879202
1878570,2019,7 марта 69 мин Эфир от 07.03.2019 (18:50). Президент сел на коня и поздравил с 8 марта женщин-полице,7 марта,https://smotrim.ru/video/1878570
1878409,2019,7 марта 54 мин Эфир от 07.03.2019 (12:50). По горячим следам,7 марта,https://smotrim.ru/video/1878409
1878163,2019,"6 марта 55 мин Эфир от 06.03.2019 (18:50). ""План А"" – новая альтернатива ""Северному потоку-2""",6 марта,https://smotrim.ru/video/1878163
1877982,2019,6 марта 54 мин Эфир от 06.03.2019 (12:50). По горячим следам,6 марта,https://smotrim.ru/video/1877982
1877759,2019,5 марта 55 мин Эфир от 05.03.2019 (18:50). Порошенко решил поднять свой падающий рейтинг обращением ,5 марта,https://smotrim.ru/video/1877759
1877593,2019,5 марта 53 мин Эфир от 05.03.2019 (12:50). По горячим следам,5 марта,https://smotrim.ru/video/1877593
1877373,2019,4 марта 60 мин Эфир от 04.03.2019 (18:50). Дело Скрипалей спустя год развалилось,4 марта,https://smotrim.ru/video/1877373
1877197,2019,4 марта 54 мин Эфир от 04.03.2019 (12:50). По горячим следам,4 марта,https://smotrim.ru/video/1877197
1876657,2019,"1 марта 54 мин Эфир от 01.03.2019 (18:50). На украинских выборах лидирует ""кандидат Зе""",1 марта,https://smotrim.ru/video/1876657
1876443,2019,1 марта 54 мин Эфир от 01.03.2019 (12:50). По горячим следам,1 марта,https://smotrim.ru/video/1876443
1876217,2019,28 февраля 55 мин Эфир от 28.02.2019 (18:50). Полная украинизация: в Киеве рассматривают закон о язы,28 февраля,https://smotrim.ru/video/1876217
1876027,2019,28 февраля 55 мин Эфир от 28.02.2019 (12:50). По горячим следам,28 февраля,https://smotrim.ru/video/1876027
1875763,2019,27 февраля 55 мин Эфир от 27.02.2019 (18:50). Совет Порошенко: езжайте в АТО,27 февраля,https://smotrim.ru/video/1875763
1875592,2019,27 февраля 55 мин Эфир от 27.02.2019 (12:50). По горячим следам,27 февраля,https://smotrim.ru/video/1875592
1875360,2019,"26 февраля 55 мин Эфир от 26.02.2019 (18:50). Тимошенко предложила устроить Порошенко ""черный импичм",26 февраля,https://smotrim.ru/video/1875360
1875176,2019,26 февраля 55 мин Эфир от 26.02.2019 (12:50). По горячим следам,26 февраля,https://smotrim.ru/video/1875176
1874951,2019,25 февраля 60 мин Эфир от 25.02.2019 (18:50). Евровидение по-украински,25 февраля,https://smotrim.ru/video/1874951
1874780,2019,25 февраля 60 мин Эфир от 25.02.2019 (12:50). По горячим следам,25 февраля,https://smotrim.ru/video/1874780
1874277,2019,22 февраля 60 мин Эфир от 22.02.2019 (18:50). Украина готовит новую провокацию в Керченском проливе,22 февраля,https://smotrim.ru/video/1874277
1874114,2019,22 февраля 59 мин Эфир от 22.02.2019 (12:50). По горячим следам,22 февраля,https://smotrim.ru/video/1874114
1873877,2019,21 февраля 11 мин Эфир от 21.02.2019 (18:50). Шокирующая правда о Майдане,21 февраля,https://smotrim.ru/video/1873877
1873662,2019,21 февраля 60 мин Эфир от 21.02.2019 (12:50). По горячим следам,21 февраля,https://smotrim.ru/video/1873662
1873469,2019,20 февраля 60 мин Эфир от 20.02.2019 (18:50). Защищенный внешний контур позволяет работать над внутр,20 февраля,https://smotrim.ru/video/1873469
1873302,2019,20 февраля 22 мин Эфир от 20.02.2019 (13:30). По горячим следам,20 февраля,https://smotrim.ru/video/1873302
1873260,2019,20 февраля 37 мин Эфир от 20.02.2019 (11:25). Специальный выпуск,20 февраля,https://smotrim.ru/video/1873260
1873047,2019,19 февраля 60 мин Эфир от 19.02.2019 (18:50). Украинский праздник – 5 лет с расстрела на Майдане,19 февраля,https://smotrim.ru/video/1873047
1872870,2019,19 февраля 59 мин Эфир от 19.02.2019 (12:50). По горячим следам,19 февраля,https://smotrim.ru/video/1872870
1872631,2019,18 февраля 59 мин Эфир от 18.02.2019 (18:50). В Донецке теракты,18 февраля,https://smotrim.ru/video/1872631
1872443,2019,18 февраля 58 мин Эфир от 18.02.2019 (12:50). По горячим следам,18 февраля,https://smotrim.ru/video/1872443
1871907,2019,15 февраля 60 мин Эфир от 15.02.2019 (18:50). На Мюнхенской конференции обсуждали российскую агресси,15 февраля,https://smotrim.ru/video/1871907
1871721,2019,15 февраля 58 мин Эфир от 15.02.2019 (12:50). По горячим следам,15 февраля,https://smotrim.ru/video/1871721
1871446,2019,14 февраля 60 мин Эфир от 14.02.2019 (18:50). Фейк о химической атаке,14 февраля,https://smotrim.ru/video/1871446
1871254,2019,14 февраля 60 мин Эфир от 14.02.2019 (12:50). По горячим следам,14 февраля,https://smotrim.ru/video/1871254
1871020,2019,"13 февраля 59 мин Эфир от 13.02.2019 (18:50). Аваков привез в США ""Тактику мелких шагов""",13 февраля,https://smotrim.ru/video/1871020
1870875,2019,13 февраля 61 мин Эфир от 13.02.2019 (12:50). По горячим следам,13 февраля,https://smotrim.ru/video/1870875
1870621,2019,12 февраля 60 мин Эфир от 12.02.2019 (18:50). В срыве Минских соглашений вновь винят Россию,12 февраля,https://smotrim.ru/video/1870621
1870458,2019,12 февраля 60 мин Эфир от 12.02.2019 (12:50). По горячим следам,12 февраля,https://smotrim.ru/video/1870458
1870205,2019,"11 февраля 60 мин Эфир от 11.02.2019 (18:50). Капитан ""Норда"" вернулся домой, но тут же был объявлен",11 февраля,https://smotrim.ru/video/1870205
1870010,2019,11 февраля 60 мин Эфир от 11.02.2019 (12:50). По горячим следам,11 февраля,https://smotrim.ru/video/1870010
1869437,2019,"8 февраля 61 мин Эфир от 08.02.2019 (18:50). Атака Франции на ""Северный поток-2"" отбита",8 февраля,https://smotrim.ru/video/1869437
1869251,2019,8 февраля 60 мин Эфир от 08.02.2019 (12:50). По горячим следам,8 февраля,https://smotrim.ru/video/1869251
1869015,2019,"7 февраля 6 мин Украина не вступит в НАТО, пока не выполнит пять условий (Эфир от 07.02.2019)",7 февраля,https://smotrim.ru/video/1869015
1869008,2019,"7 февраля 60 мин Эфир от 07.02.2019 (18:50). Франция и Германия поссорились из-за ""Северного потока""",7 февраля,https://smotrim.ru/video/1869008
1868832,2019,7 февраля 61 мин Эфир от 07.02.2019 (12:50). По горячим следам,7 февраля,https://smotrim.ru/video/1868832
1868576,2019,6 февраля 60 мин Эфир от 06.02.2019 (18:50). На Украине продолжается предвыборная лихорадка,6 февраля,https://smotrim.ru/video/1868576
1868386,2019,6 февраля 61 мин Эфир от 06.02.2019 (12:50). По горячим следам,6 февраля,https://smotrim.ru/video/1868386
1868135,2019,5 февраля 60 мин Эфир от 05.02.2019 (18:50). Порошенко закроет границу для наблюдатей РФ,5 февраля,https://smotrim.ru/video/1868135
1867986,2019,5 февраля 60 мин Эфир от 05.02.2019 (12:50). По горячим следам,5 февраля,https://smotrim.ru/video/1867986
1867775,2019,4 февраля 59 мин Эфир от 04.02.2019 (18:50). Украина готовится к выборам,4 февраля,https://smotrim.ru/video/1867775
1867605,2019,4 февраля 60 мин Эфир от 04.02.2019 (12:50). По горячим следам,4 февраля,https://smotrim.ru/video/1867605
1867060,2019,1 февраля 59 мин Эфир от 01.02.2019 (18:50). США развязывают новую гонку вооружений,1 февраля,https://smotrim.ru/video/1867060
1866899,2019,1 февраля 59 мин Эфир от 01.02.2019 (12:50). По горячим следам,1 февраля,https://smotrim.ru/video/1866899
1866668,2019,31 января 60 мин Эфир от 31.01.2019 (18:50). Украина закупит оружие в США,31 января,https://smotrim.ru/video/1866668
1866489,2019,31 января 60 мин Эфир от 31.01.2019 (12:50). По горячим следам,31 января,https://smotrim.ru/video/1866489
1866265,2019,30 января 60 мин Эфир от 30.01.2019 (18:50). Что с Порошенко пошло не так,30 января,https://smotrim.ru/video/1866265
1866121,2019,30 января 60 мин Эфир от 30.01.2019 (12:50). По горячим следам,30 января,https://smotrim.ru/video/1866121
1865885,2019,29 января 60 мин Эфир от 29.01.2019 (18:50). США давят на Венесуэлу,29 января,https://smotrim.ru/video/1865885
1865713,2019,29 января 60 мин Эфир от 29.01.2019 (12:50). По горячим следам,29 января,https://smotrim.ru/video/1865713
1865479,2019,"28 января 60 мин Эфир от 28.01.2019 (18:50). Где у США ""задний двор""",28 января,https://smotrim.ru/video/1865479
1865342,2019,28 января 60 мин Эфир от 28.01.2019 (12:50). По горячим следам,28 января,https://smotrim.ru/video/1865342
1864784,2019,"25 января 60 мин Эфир от 25.01.2019 (18:50). Украина краснеет от шоу ""микрофоном по балде"" в ПАСЕ",25 января,https://smotrim.ru/video/1864784
1864622,2019,25 января 61 мин Эфир от 25.01.2019 (12:50). По горячим следам,25 января,https://smotrim.ru/video/1864622
1864366,2019,24 января 60 мин Эфир от 24.01.2019 (18:50). Рукоприкладство в ПАСЕ,24 января,https://smotrim.ru/video/1864366
1864205,2019,24 января 60 мин Эфир от 24.01.2019 (12:50). По горячим следам,24 января,https://smotrim.ru/video/1864205
1863967,2019,23 января 60 мин Эфир от 23.01.2019 (18:50). Кто рвется в украинскую власть,23 января,https://smotrim.ru/video/1863967
1863807,2019,23 января 60 мин Эфир от 23.01.2019 (12:50). По горячим следам,23 января,https://smotrim.ru/video/1863807
1863586,2019,"22 января 60 мин Эфир от 22.01.2019 (18:50). Курилы – вопрос для японцев, но не для русских",22 января,https://smotrim.ru/video/1863586
1863408,2019,22 января 60 мин Эфир от 22.01.2019 (12:50). По горячим следам,22 января,https://smotrim.ru/video/1863408
1863180,2019,21 января 60 мин Эфир от 21.01.2019 (18:50). Перспективы трехсторонних переговоров по газу,21 января,https://smotrim.ru/video/1863180
1862988,2019,21 января 60 мин Эфир от 21.01.2019 (12:50). По горячим следам,21 января,https://smotrim.ru/video/1862988
1862522,2019,18 января 24 мин Эфир от 18.01.2019 (18:50). Керченский пролив открыт для навигации,18 января,https://smotrim.ru/video/1862522
1862364,2019,18 января 60 мин Эфир от 18.01.2019 (12:50). По горячим следам,18 января,https://smotrim.ru/video/1862364
1861923,2019,17 января 61 мин Эфир от 17.01.2019 (12:50). По горячим следам,17 января,https://smotrim.ru/video/1861923
1861723,2019,"16 января 60 мин Эфир от 16.01.2019 (18:50). Обида на ""агрессора""",16 января,https://smotrim.ru/video/1861723
1861533,2019,16 января 61 мин Эфир от 16.01.2019 (12:50). По горячим следам,16 января,https://smotrim.ru/video/1861533
